team1,team2,goals_1,penalties_1,direct_free_hits_1,warnings_1,blue_cards_1,fouls_1,goals_2,penalties_2,direct_free_hits_2,warnings_2,blue_cards_2,fouls_2,date,ref1,ref2,ref3,gr1_1_played,gr1_1_name,gr1_1_saves,pl1_1_played,pl1_1_name,pl1_1_goals,pl1_1_pens,pl1_1_dfh,pl2_1_played,pl2_1_name,pl2_1_goals,pl2_1_pens,pl2_1_dfh,pl3_1_played,pl3_1_name,pl3_1_goals,pl3_1_pens,pl3_1_dfh,pl4_1_played,pl4_1_name,pl4_1_goals,pl4_1_pens,pl4_1_dfh,pl5_1_played,pl5_1_name,pl5_1_goals,pl5_1_pens,pl5_1_dfh,pl6_1_played,pl6_1_name,pl6_1_goals,pl6_1_pens,pl6_1_dfh,pl7_1_played,pl7_1_name,pl7_1_goals,pl7_1_pens,pl7_1_dfh,pl8_1_played,pl8_1_name,pl8_1_goals,pl8_1_pens,pl8_1_dfh,gr2_1_played,gr2_1_name,gr2_1_saves,gr1_2_played,gr1_2_name,gr1_2_saves,pl1_2_played,pl1_2_name,pl1_2_goals,pl1_2_pens,pl1_2_dfh,pl2_2_played,pl2_2_name,pl2_2_goals,pl2_2_pens,pl2_2_dfh,pl3_2_played,pl3_2_name,pl3_2_goals,pl3_2_pens,pl3_2_dfh,pl4_2_played,pl4_2_name,pl4_2_goals,pl4_2_pens,pl4_2_dfh,pl5_2_played,pl5_2_name,pl5_2_goals,pl5_2_pens,pl5_2_dfh,pl6_2_played,pl6_2_name,pl6_2_goals,pl6_2_pens,pl6_2_dfh,pl7_2_played,pl7_2_name,pl7_2_goals,pl7_2_pens,pl7_2_dfh,pl8_2_played,pl8_2_name,pl8_2_goals,pl8_2_pens,pl8_2_dfh,gr2_2_played,gr2_2_name,gr2_2_saves
AJ VIANA 1617,SL BENFICA 1617,4,0/1,1/1,0,2,13,5,2/2,0/3,0,2,11,2016-10-29 00:00:00,PAULO RAINHA,PAULO ALMEIDA,JULIO TEIXEIRA,,JORGE CORREIA,0,,GUSTAVO LIMA,0,0/0,0/0,X,FRANCISCO SILVA,1,0/1,0/0,X,DIOGO FERNANDES,1,0/0,0/0,,ANTÓNIO SILVA,1,0/0,1/1,,GONÇALO SUISSAS,0,0/0,0/0,,NUNO SANTOS,1,0/0,0/0,X,ANDRÉ AZEVEDO,0,0/0,0/0,X,NELSON PEREIRA,0,0/0,0/0,X,JUAN EDO BOSCH,0,X,GUILLEM TRABAL,0,X,VALTER NEVES,0,0/0,0/0,,DIOGO RAFAEL,0,0/0,0/0,X,CARLOS NICOLIA,2,0/0,0/2,,JORDI ADROHER,0,0/0,0/1,X,JOAO RODRIGUES,2,2/2,0/0,,TIAGO RAFAEL,0,0/0,0/0,X,MIGUEL ROCHA,1,0/0,0/0,,JOÃO SARDO,0,0/0,0/0,,DIOGO ALMEIDA,0
HC TURQUEL 1617,UD OLIVEIRENSE/SIMOLDES 1617,3,0/0,2/2,0,1,11,7,0/0,2/2,0,1,6,2016-10-29 00:00:00,ORLANDO PANZA,PAULO SANTOS,ORLANDO RAMOS,,SAMUEL SANTOS,0,,DANIEL MATIAS,1,0/0,1/1,X,VASCO LUIS,1,0/0,1/1,X,LUIS SILVA,0,0/0,0/0,X,ANDRÉ PIMENTA,1,0/0,0/0,,PEDRO VAZ,0,0/0,0/0,,JOÃO SILVA,0,0/0,0/0,,TIAGO MATEUS,0,0/0,0/0,X,ALEXANDRE MARQUES,0,0/0,0/0,X,MARCO BARROS,0,,DOMINGOS PINHO,0,,NUNO ARAÚJO,1,0/0,1/1,X,PEDRO MOREIRA,0,0/0,0/0,,BRUNO FERNANDES,0,0/0,0/0,X,JORDI BARGALLÓ,3,0/0,0/0,,JOSEP SELVA,1,0/0,0/0,X,JOÃO SOUTO,1,0/0,0/0,,PABLO CANCELA,1,0/0,1/1,X,RICARDO BARREIROS,0,0/0,0/0,X,XAVIER PUIGBI,0
SC TOMAR/IPT 1617,FC PORTO FIDELIDADE 1617,1,0/0,0/0,0,1,9,3,0/0,0/1,0,0,14,2016-10-29 00:00:00,JAIME VIEIRA,LUIS PEIXOTO,HELDER PARDAL,,MARCO GASPAR,0,X,JOÃO LOMBA,0,0/0,0/0,,DAVID COSTA,0,0/0,0/0,X,IVO SILVA,1,0/0,0/0,X,PAULO PASSOS,0,0/0,0/0,,HERNANI DINIZ,0,0/0,0/0,,JOÃO ALVES,0,0/0,0/0,,TIAGO GODINHO,0,0/0,0/0,X,PEDRO MARTINS,0,0/0,0/0,X,NUNO PEÇA,0,,CARLES GRAU,0,X,VITOR PINTO,0,0/0,0/0,,TELMO PINTO,1,0/0,0/0,,JOSE RAFAEL COSTA,0,0/0,0/0,,JORGE SILVA,1,0/0,0/0,X,REINALDO GARCIA,1,0/0,0/0,X,GONÇALO ALVES,0,0/0,0/0,X,HELDER NUNES,0,0/0,0/1,,TON BALIU,0,0/0,0/0,X,NELSON FILIPE MAGALHAES,0
VALENÇA HC 1617,AD SANJOANENSE 1617,5,1/1,0/3,0,1,19,4,0/0,1/2,0,1,13,2016-10-29 00:00:00,MANUEL FERNANDES,FLORINDO CARDOSO,CARLOS TADEIA,,RODOLFO SOBRAL,0,X,LUÍS VIANA,2,1/1,0/1,,JOSÉ BRAGA,3,0/0,0/2,,GIL VICENTE,0,0/0,0/0,,TIAGO FERRAZ,0,0/0,0/0,X,MIGUEL FERNANDES,0,0/0,0/0,,JOSÉ CAMPOS,0,0/0,0/0,X,HÉLDER MARTINS,0,0/0,0/0,X,GUIDO OLIVA,0,0/0,0/0,X,PAULO MATOS,0,,MARCO LOPES,0,X,FILIPE SOUSA,0,0/0,0/0,,JOÃO PEDRO SANTOS OLIVEIRA,0,0/0,0/0,,TIAGO ALMEIDA,0,0/0,0/0,,DIOGO CARDOSO,3,0/0,1/2,X,AFONSO SANTOS,0,0/0,0/0,X,PEDRO CERQUEIRA,1,0/0,0/0,,CLÁUDIO LIMA,0,0/0,0/0,X,FRANCISCO JOSÉ N. PEREIRA PINHO BARREIRA,0,0/0,0/0,X,DAVID NOGUEIRA,0
CANDELARIA SC 1617,CD PAÇO ARCOS 1617,2,0/0,0/0,0,0,10,0,0/0,0/0,0,0,16,2016-10-29 00:00:00,JOAO DUARTE,RUI MARTINS,JOSE EDUARDO PEREIRA,X,DIOGO RODRIGUES,0,,TIAGO RESENDE,0,0/0,0/0,,MÁRCIO NUNES,0,0/0,0/0,X,JOÃO VIEIRA,0,0/0,0/0,X,ANDRÉ MOREIRA,0,0/0,0/0,X,ALAN FERNANDES,1,0/0,0/0,,PAULO PEREIRA,0,0/0,0/0,,EDGAR PEREIRA,0,0/0,0/0,X,PEDRO AFONSO,1,0/0,0/0,,MILTON JORGE,0,,NUNO TEIXEIRA,0,,TIAGO GOUVEIA,0,0/0,0/0,X,RUI PEREIRA,0,0/0,0/0,X,NELSON RIBEIRO,0,0/0,0/0,,DIEGO DIAS,0,0/0,0/0,X,JOSÉ MIGUEL DANTAS,0,0/0,0/0,,DIOGO SILVA,0,0/0,0/0,X,RICARDO PEREIRA,0,0/0,0/0,,FÁBIO QUINTINO,0,0/0,0/0,X,DIOGO ALVES,0
RIBA D AVE HC 1617,OC BARCELOS 1617,6,2/3,2/4,0,3,14,5,1/4,1/1,0,5,15,2016-11-05 00:00:00,RUI TABORDA,TEOFILO CASIMIRO,RÚBEN MATOS,,JOÃO COSTA,0,,RICARDO LOPES,0,0/0,0/0,,DANIEL PINHEIRO,0,0/0,0/0,X,RAUL LOPES,0,0/0,0/0,X,TIAGO PIMENTA,2,0/0,1/2,X,NUNO PEREIRA,0,0/0,0/0,X,HUGO FERNANDO GUIMARÃES AZEVEDO,0,0/0,0/0,,BRUNO PINTO,1,1/1,0/0,,VITOR MOREIRA,3,1/2,1/2,X,JOÃO FERREIRA ©,0,X,RICARDO SILVA,0,,JOSÉ PEDRO PEREIRA,0,0/0,0/0,,JOÃO GUIMARÃES,0,0/1,0/0,,RÚBEN SOUSA,0,0/0,0/0,,HUGO COSTA,0,0/0,0/0,X,LUÍS QUERIDO,0,0/1,0/0,X,ALVARO MORAIS,2,0/0,1/1,X,REINALDO VENTURA,2,1/2,0/0,X,MIGUEL VIEIRA,1,0/0,0/0,,ANDRÉ ALMEIDA,0
AD SANJOANENSE 1617,CANDELARIA SC 1617,2,0/1,0/1,0,0,9,1,0/0,0/0,0,3,8,2016-11-05 00:00:00,ORLANDO PANZA,SILVIA COELHO,MARCO GOMES,X,MARCO LOPES,0,X,FILIPE SOUSA,1,0/0,0/0,,JOÃO PEDRO SANTOS OLIVEIRA,0,0/0,0/0,,TIAGO ALMEIDA,0,0/0,0/0,,DIOGO CARDOSO,0,0/0,0/0,X,AFONSO SANTOS,1,0/0,0/0,X,PEDRO CERQUEIRA,0,0/1,0/1,,CLÁUDIO LIMA,0,0/0,0/0,X,FRANCISCO JOSÉ N. PEREIRA PINHO BARREIRA,0,0/0,0/0,,DAVID NOGUEIRA,0,X,DIOGO RODRIGUES,0,,TIAGO RESENDE,0,0/0,0/0,,MÁRCIO NUNES,0,0/0,0/0,X,JOÃO VIEIRA,1,0/0,0/0,X,ANDRÉ MOREIRA,0,0/0,0/0,X,ALAN FERNANDES,0,0/0,0/0,,PAULO PEREIRA,0,0/0,0/0,,EDGAR PEREIRA,0,0/0,0/0,X,PEDRO AFONSO,0,0/0,0/0,,MILTON JORGE,0
AD VALONGO 1617,AJ VIANA 1617,1,0/0,0/1,0,0,14,2,0/0,1/1,0,1,13,2016-11-09 00:00:00,JOSE PINTO,PAULO SANTOS,PEDRO SILVA,X,LEONARDO PAIS,0,X,JOÃO GUIMARÃES,0,0/0,0/0,,DIOGO SEIXAS,0,0/0,0/0,,GUILHERME SILVA,1,0/0,0/0,,LUÍS MELO,0,0/0,0/0,,JOÃO ALMEIDA,0,0/0,0/0,X,XAVIER CARDOSO,0,0/0,0/0,X,PEDRO MENDES,0,0/0,0/0,X,RÚBEN PEREIRA,0,0/0,0/1,,PEDRO FREITAS,0,,JORGE CORREIA,0,X,FRANCISCO SILVA,1,0/0,0/0,,DIOGO FERNANDES,1,0/0,1/1,X,ANTÓNIO SILVA,0,0/0,0/0,,NUNO FÉLIX,0,0/0,0/0,,GONÇALO SUISSAS,0,0/0,0/0,,NUNO SANTOS,0,0/0,0/0,X,ANDRÉ AZEVEDO,0,0/0,0/0,X,NELSON PEREIRA,0,0/0,0/0,X,JUAN EDO BOSCH,0
SL BENFICA 1617,HC TURQUEL 1617,6,1/1,0/3,0,0,17,5,1/2,0/2,0,2,14,2016-11-09 00:00:00,LUIS PEIXOTO,JAIME VIEIRA,GISELA INFANTE,,GUILLEM TRABAL,0,X,VALTER NEVES,0,0/0,0/0,X,DIOGO RAFAEL,1,0/0,0/0,X,CARLOS NICOLIA,2,0/0,0/1,,JORDI ADROHER,0,0/0,0/1,X,JOAO RODRIGUES,1,1/1,0/1,,TIAGO RAFAEL,0,0/0,0/0,,MIGUEL ROCHA,2,0/0,0/0,,JOÃO SARDO,0,0/0,0/0,,DIOGO ALMEIDA,0,,SAMUEL SANTOS,0,,DANIEL MATIAS,0,0/0,0/0,X,VASCO LUIS,1,1/2,0/0,,LUIS SILVA,2,0/0,0/0,X,ANDRÉ PIMENTA,0,0/0,0/0,X,PEDRO VAZ,0,0/0,0/0,,JOÃO SILVA,1,0/0,0/1,,TIAGO MATEUS,0,0/0,0/0,X,ALEXANDRE MARQUES,1,0/0,0/1,,MARCO BARROS,0
UD OLIVEIRENSE/SIMOLDES 1617,SC TOMAR/IPT 1617,6,0/1,0/0,0,1,8,2,0/0,0/1,0,0,8,2016-11-09 00:00:00,PAULO ALMEIDA,FLORINDO CARDOSO,MARCO GOMES,,DOMINGOS PINHO,0,,NUNO ARAÚJO,0,0/0,0/0,X,PEDRO MOREIRA,1,0/0,0/0,,BRUNO FERNANDES,0,0/0,0/0,X,JORDI BARGALLÓ,1,0/0,0/0,,JOSEP SELVA,2,0/0,0/0,X,JOÃO SOUTO,2,0/0,0/0,,PABLO CANCELA,0,0/0,0/0,X,RICARDO BARREIROS,0,0/1,0/0,X,XAVIER PUIGBI,0,X,MARCO GASPAR,0,X,JOÃO LOMBA,0,0/0,0/0,,DAVID COSTA,0,0/0,0/0,X,IVO SILVA,0,0/0,0/1,X,PAULO PASSOS,0,0/0,0/0,,HERNANI DINIZ,0,0/0,0/0,,JOÃO ALVES,2,0/0,0/0,,TIAGO GODINHO,0,0/0,0/0,X,PEDRO MARTINS,0,0/0,0/0,,NUNO PEÇA,0
SPORTING CP 1617,CD PAÇO ARCOS 1617,6,0/1,0/2,0,1,11,4,1/1,2/2,0,2,10,2016-11-09 00:00:00,DOMINGOS CARVALHO,ANTONIO SANTOS,MANUEL GONÇALVES,,ÂNGELO GIRÃO,0,,FERRAN FONT,1,0/0,0/0,X,ESTEBAN ABALOS,0,0/0,0/0,,PEDRO GIL,2,0/0,0/2,X,JOÃO PINTO,1,0/0,0/0,X,DANIEL OLIVEIRA,1,0/0,0/0,X,ANDRÉ CENTENO,0,0/0,0/0,,RICARDO OLIVEIRA,1,0/0,0/0,,SERGIO MIRAS,0,0/1,0/0,,JOSÉ DIOGO MACEDO,0,,NUNO TEIXEIRA,0,,TIAGO GOUVEIA,0,0/0,0/0,X,RUI PEREIRA,0,0/0,0/0,X,NELSON RIBEIRO,3,1/1,2/2,X,JOSÉ MIGUEL DANTAS,0,0/0,0/0,,DIOGO SILVA,0,0/0,0/0,,TIAGO SANTOS,0,0/0,0/0,X,RICARDO PEREIRA,1,0/0,0/0,,FÁBIO QUINTINO,0,0/0,0/0,X,DIOGO ALVES,0
AJ VIANA 1617,RIBA D AVE HC 1617,7,2/2,1/4,0,3,19,1,0/2,1/3,0,4,18,2016-11-12 00:00:00,RUI TORRES,FLORINDO CARDOSO,MIGUEL TORRES,J,JORGE CORREIA ©,1,,GUSTAVO LIMA,0,0/0,0/0,X,FRANCISCO SILVA,1,0/0,0/0,X,DIOGO FERNANDES,1,0/0,1/4,X,ANTÓNIO SILVA,2,1/1,0/0,J,GONÇALO SUISSAS,0,0/0,0/0,J,NUNO SANTOS,1,0/0,0/0,X,ANDRÉ AZEVEDO,2,1/1,0/0,,NELSON PEREIRA,0,0/0,0/0,X,JUAN EDO BOSCH,0,J,JOÃO COSTA,0,,RICARDO LOPES,0,0/0,0/0,,DANIEL PINHEIRO,0,0/0,0/0,X,RAUL LOPES,0,0/0,0/0,X,TIAGO PIMENTA,0,0/0,0/1,X,NUNO PEREIRA,0,0/0,0/0,X,HUGO FERNANDO GUIMARÃES AZEVEDO,0,0/0,0/0,J,BRUNO PINTO,0,0/1,0/0,J,VITOR MOREIRA,1,0/1,1/2,X,JOÃO FERREIRA,1
HC TURQUEL 1617,AD VALONGO 1617,3,0/0,0/0,0,0,10,3,0/0,0/0,0,2,13,2016-11-12 00:00:00,RUI TABORDA,TEOFILO CASIMIRO,LUIS NUNES,,SAMUEL SANTOS,0,,DANIEL MATIAS,0,0/0,0/0,X,VASCO LUIS,0,0/0,0/0,,LUIS SILVA,1,0/0,0/0,X,ANDRÉ PIMENTA,1,0/0,0/0,X,PEDRO VAZ,1,0/0,0/0,,JOÃO SILVA,0,0/0,0/0,,TIAGO MATEUS,0,0/0,0/0,X,ALEXANDRE MARQUES,0,0/0,0/0,X,MARCO BARROS,0,X,LEONARDO PAIS,0,X,JOÃO GUIMARÃES,0,0/0,0/0,,BERNARDO MARQUES,0,0/0,0/0,,DIOGO SEIXAS,0,0/0,0/0,,GUILHERME SILVA,1,0/0,0/0,X,JOÃO ALMEIDA,0,0/0,0/0,X,XAVIER CARDOSO,1,0/0,0/0,X,PEDRO MENDES,1,0/0,0/0,,RÚBEN PEREIRA,0,0/0,0/0,,PEDRO FREITAS,0
SC TOMAR/IPT 1617,SL BENFICA 1617,4,0/0,0/1,0,1,5,9,0/0,1/1,0,1,2,2016-11-12 00:00:00,ORLANDO PANZA,JOAQUIM PINTO,HELDER PARDAL,X,MARCO GASPAR,0,X,JOÃO LOMBA,0,0/0,0/0,J,DAVID COSTA,0,0/0,0/0,X,IVO SILVA,2,0/0,0/0,X,PAULO PASSOS,1,0/0,0/0,J,HERNANI DINIZ,1,0/0,0/1,J,JOÃO ALVES,0,0/0,0/0,J,TIAGO GODINHO,0,0/0,0/0,X,PEDRO MARTINS,0,0/0,0/0,J,NUNO PEÇA,0,X,GUILLEM TRABAL,0,X,VALTER NEVES,0,0/0,0/0,X,DIOGO RAFAEL,0,0/0,0/0,X,CARLOS NICOLIA,0,0/0,0/0,J,JORDI ADROHER,1,0/0,1/1,X,JOAO RODRIGUES,6,0/0,0/0,J,TIAGO RAFAEL,0,0/0,0/0,J,MIGUEL ROCHA,2,0/0,0/0,J,JOÃO SARDO,0,0/0,0/0,,DIOGO ALMEIDA,0
VALENÇA HC 1617,UD OLIVEIRENSE/SIMOLDES 1617,2,0/0,0/0,0,0,7,3,0/0,1/1,0,0,4,2016-11-12 00:00:00,DOMINGOS CARVALHO,JOSE PINTO,CARLOS TADEIA,,RODOLFO SOBRAL,0,,LUÍS VIANA,1,0/0,0/0,X,JOSÉ BRAGA,0,0/0,0/0,X,GIL VICENTE,0,0/0,0/0,,TIAGO FERRAZ,0,0/0,0/0,X,MIGUEL FERNANDES,0,0/0,0/0,,JOSÉ CAMPOS,1,0/0,0/0,,TIAGO PEREIRA,0,0/0,0/0,X,GUIDO OLIVA,0,0/0,0/0,X,PAULO MATOS,0,,DOMINGOS PINHO,0,,NUNO ARAÚJO,0,0/0,0/0,,PEDRO MOREIRA,1,0/0,0/0,,BRUNO FERNANDES,0,0/0,0/0,X,JORDI BARGALLÓ,1,0/0,0/0,X,JOSEP SELVA,1,0/0,1/1,,JOÃO SOUTO,0,0/0,0/0,X,PABLO CANCELA,0,0/0,0/0,X,RICARDO BARREIROS,0,0/0,0/0,X,XAVIER PUIGBI,0
CANDELARIA SC 1617,FC PORTO FIDELIDADE 1617,4,0/0,0/0,0,3,11,10,0/0,0/0,0,1,10,2016-11-12 00:00:00,PAULO ALMEIDA,JULIO TEIXEIRA,JOSE EDUARDO PEREIRA,X,DIOGO RODRIGUES,0,X,TIAGO RESENDE,1,0/0,0/0,,MÁRCIO NUNES,0,0/0,0/0,X,JOÃO VIEIRA,0,0/0,0/0,,ANDRÉ MOREIRA,1,0/0,0/0,X,ALAN FERNANDES,2,0/0,0/0,,PAULO PEREIRA,0,0/0,0/0,,EDGAR PEREIRA,0,0/0,0/0,X,PEDRO AFONSO,0,0/0,0/0,,MILTON JORGE,0,,CARLES GRAU,0,X,VITOR PINTO,2,0/0,0/0,,TELMO PINTO,0,0/0,0/0,,JOSE RAFAEL COSTA,0,0/0,0/0,,JORGE SILVA,0,0/0,0/0,X,REINALDO GARCIA,1,0/0,0/0,X,GONÇALO ALVES,4,0/0,0/0,X,HELDER NUNES,3,0/0,0/0,,TON BALIU,0,0/0,0/0,X,NELSON FILIPE MAGALHAES,0
CD PAÇO ARCOS 1617,AD SANJOANENSE 1617,4,1/1,0/1,0,0,20,2,0/0,1/3,0,0,16,2016-11-12 00:00:00,PAULO RAINHA,PAULO SANTOS,JOSE MARTINS,X,DIOGO ALVES,1,,TIAGO GOUVEIA,1,0/0,0/0,,TIAGO SANTOS,2,0/0,0/0,X,RUI PEREIRA,0,0/0,0/0,X,NELSON RIBEIRO,1,1/1,0/1,X,JOSÉ MIGUEL DANTAS,0,0/0,0/0,,DIOGO SILVA,0,0/0,0/0,X,RICARDO PEREIRA,0,0/0,0/0,,FÁBIO QUINTINO,0,0/0,0/0,,NUNO TEIXEIRA,0,,MARCO LOPES,0,X,FILIPE SOUSA,0,0/0,0/0,,ALEXANDER MOUNT,0,0/0,0/1,,JOÃO PEDRO SANTOS OLIVEIRA,0,0/0,0/0,,TIAGO ALMEIDA,0,0/0,0/0,,DIOGO CARDOSO,1,0/0,1/2,X,AFONSO SANTOS,0,0/0,0/0,X,PEDRO CERQUEIRA,1,0/0,0/0,X,FRANCISCO JOSÉ N. PEREIRA PINHO BARREIRA,0,0/0,0/0,X,DAVID NOGUEIRA,1
OC BARCELOS 1617,SPORTING CP 1617,7,0/0,2/2,0,1,14,3,0/0,0/1,0,1,16,2016-11-13 00:00:00,LUIS PEIXOTO,JAIME VIEIRA,PAULO RAINHA,X,RICARDO SILVA,0,J,JOSÉ PEDRO PEREIRA,0,0/0,0/0,,JOÃO GUIMARÃES,0,0/0,0/0,J,RÚBEN SOUSA,1,0/0,0/0,X,HUGO COSTA,0,0/0,0/0,X,LUÍS QUERIDO,2,0/0,0/0,J,ALVARO MORAIS,2,0/0,2/2,X,REINALDO VENTURA,1,0/0,0/0,X,MIGUEL VIEIRA,1,0/0,0/0,,ANDRÉ ALMEIDA,0,X,ÂNGELO GIRÃO,0,J,FERRAN FONT,0,0/0,0/1,X,ESTEBAN ABALOS,0,0/0,0/0,X,PEDRO GIL,2,0/0,0/0,X,JOÃO PINTO,0,0/0,0/0,J,DANIEL OLIVEIRA,0,0/0,0/0,J,ANDRÉ CENTENO,0,0/0,0/0,J,RICARDO OLIVEIRA,1,0/0,0/0,X,SERGIO MIRAS,0,0/0,0/0,J,JOSÉ DIOGO MACEDO,0
OC BARCELOS 1617,AJ VIANA 1617,7,1/1,0/3,0,0,17,6,1/2,1/2,0,2,14,2016-11-19 00:00:00,JOAQUIM PINTO,PAULO RAINHA,CARLOS LEITE,X,RICARDO SILVA,1,,JOSÉ PEDRO PEREIRA,1,0/0,0/0,,JOÃO GUIMARÃES,1,0/0,0/0,,RÚBEN SOUSA,0,0/0,0/0,X,HUGO COSTA,1,0/0,0/0,X,LUÍS QUERIDO,0,0/0,0/2,,ALVARO MORAIS,1,0/0,0/0,X,REINALDO VENTURA,2,1/1,0/1,X,MIGUEL VIEIRA,1,0/0,0/0,,JOÃO PEREIRA,0,,JORGE CORREIA ©,0,,GUSTAVO LIMA,0,0/0,0/0,X,FRANCISCO SILVA,1,1/1,0/0,,DIOGO FERNANDES,1,0/0,1/1,X,ANTÓNIO SILVA,3,0/0,0/1,,GONÇALO SUISSAS,0,0/0,0/0,,NUNO SANTOS,0,0/0,0/0,X,ANDRÉ AZEVEDO,1,0/1,0/0,X,NELSON PEREIRA,0,0/0,0/0,X,JUAN EDO BOSCH,3
RIBA D AVE HC 1617,HC TURQUEL 1617,1,1/1,0/2,0,1,11,7,0/0,1/1,0,1,14,2016-11-19 00:00:00,RUI TORRES,JOSE PINTO,MIGUEL TORRES,,JOÃO COSTA,0,,RICARDO LOPES,0,0/0,0/0,,DANIEL PINHEIRO,0,0/0,0/0,X,RAUL LOPES,0,0/0,0/0,X,TIAGO PIMENTA,0,0/0,0/1,X,NUNO PEREIRA,0,0/0,0/0,X,HUGO FERNANDO GUIMARÃES AZEVEDO,0,0/0,0/0,,BRUNO PINTO,1,1/1,0/0,,VITOR MOREIRA,0,0/0,0/1,X,JOÃO FERREIRA,0,,SAMUEL SANTOS,0,,DANIEL MATIAS,0,0/0,0/0,,FRANCISCO SANTOS,0,0/0,0/0,X,VASCO LUIS,2,0/0,0/0,X,LUIS SILVA,1,0/0,0/0,X,ANDRÉ PIMENTA,2,0/0,0/0,X,PEDRO VAZ,1,0/0,0/0,,JOÃO SILVA,1,0/0,1/1,,ALEXANDRE MARQUES,0,0/0,0/0,X,MARCO BARROS,0
AD VALONGO 1617,SC TOMAR/IPT 1617,6,0/1,2/4,0,1,14,4,0/2,0/1,0,4,16,2016-11-19 00:00:00,JOAO DUARTE,PAULO CARVALHO,CARLOS TADEIA,X,LEONARDO PAIS,1,X,JOÃO GUIMARÃES,1,0/0,0/0,,TOMÁS PEREIRA,0,0/0,0/0,J,DIOGO SEIXAS,0,0/0,0/0,,LUÍS MELO,0,0/0,0/0,X,JOÃO ALMEIDA,3,0/0,1/2,X,XAVIER CARDOSO,0,0/0,0/0,X,PEDRO MENDES,2,0/1,1/1,J,RÚBEN PEREIRA,0,0/0,0/1,,PEDRO FREITAS,0,X,MARCO GASPAR,0,X,JOÃO LOMBA,0,0/0,0/0,J,DAVID COSTA,0,0/0,0/0,X,IVO SILVA,1,0/0,0/1,X,PAULO PASSOS,0,0/0,0/0,J,HERNANI DINIZ,0,0/1,0/0,J,JOÃO ALVES,2,0/1,0/0,X,TIAGO GODINHO,0,0/0,0/0,J,PEDRO MARTINS,1,0/0,0/0,,NUNO PEÇA,0
SL BENFICA 1617,VALENÇA HC 1617,10,1/2,2/2,0,1,7,1,0/1,0/0,0,3,8,2016-11-19 00:00:00,MIGUEL GUILHERME,JAIME VIEIRA,HELENA FRESCO,X,GUILLEM TRABAL,0,X,VALTER NEVES,2,0/0,0/0,X,DIOGO RAFAEL,0,0/1,0/0,X,CARLOS NICOLIA,1,0/0,1/1,J,JORDI ADROHER,3,0/0,1/1,X,JOAO RODRIGUES,4,1/1,0/0,J,TIAGO RAFAEL,0,0/0,0/0,J,MIGUEL ROCHA,0,0/0,0/0,J,JOÃO SARDO,0,0/0,0/0,J,DIOGO ALMEIDA,0,J,RODOLFO SOBRAL,0,X,LUÍS VIANA,0,0/1,0/0,X,JOSÉ BRAGA,0,0/0,0/0,J,GIL VICENTE,0,0/0,0/0,J,TIAGO FERRAZ,0,0/0,0/0,X,MIGUEL FERNANDES,0,0/0,0/0,J,JOSÉ CAMPOS,0,0/0,0/0,J,HÉLDER MARTINS,0,0/0,0/0,X,GUIDO OLIVA,1,0/0,0/0,X,PAULO MATOS,0
UD OLIVEIRENSE/SIMOLDES 1617,CANDELARIA SC 1617,5,1/1,0/2,0,1,6,2,0/0,0/1,0,1,14,2016-11-19 00:00:00,ANTONIO SANTOS,MANUEL FERNANDES,ANDRE PORTAL,,DOMINGOS PINHO,0,,NUNO ARAÚJO,1,1/1,0/0,,PEDRO MOREIRA,1,0/0,0/0,X,BRUNO FERNANDES,0,0/0,0/0,X,JORDI BARGALLÓ,2,0/0,0/0,,JOSEP SELVA,0,0/0,0/1,X,JOÃO SOUTO,0,0/0,0/0,,PABLO CANCELA,0,0/0,0/1,X,RICARDO BARREIROS,1,0/0,0/0,X,XAVIER PUIGBI,1,X,DIOGO RODRIGUES,2,X,TIAGO RESENDE,0,0/0,0/1,,MÁRCIO NUNES,0,0/0,0/0,X,JOÃO VIEIRA,0,0/0,0/0,X,ANDRÉ MOREIRA,2,0/0,0/0,X,ALAN FERNANDES,0,0/0,0/0,,PAULO PEREIRA,0,0/0,0/0,,EDGAR PEREIRA,0,0/0,0/0,,PEDRO AFONSO,0,0/0,0/0,,MILTON JORGE,0
FC PORTO FIDELIDADE 1617,CD PAÇO ARCOS 1617,12,0/1,0/1,0,0,6,1,0/0,0/0,0,1,8,2016-11-19 00:00:00,ORLANDO PANZA,SILVIA COELHO,MANUEL LEITE,X,CARLES GRAU,0,X,VITOR PINTO,1,0/0,0/0,,TELMO PINTO,1,0/1,0/0,,JOSE RAFAEL COSTA,2,0/0,0/1,,JORGE SILVA,3,0/0,0/0,X,REINALDO GARCIA,0,0/0,0/0,X,GONÇALO ALVES,3,0/0,0/0,X,HELDER NUNES,1,0/0,0/0,,TON BALIU,1,0/0,0/0,,NELSON FILIPE MAGALHAES,0,X,NUNO TEIXEIRA,0,,TIAGO GOUVEIA,0,0/0,0/0,X,RUI PEREIRA,0,0/0,0/0,X,NELSON RIBEIRO,0,0/0,0/0,X,JOSÉ MIGUEL DANTAS,0,0/0,0/0,,DIOGO SILVA,0,0/0,0/0,X,TIAGO SANTOS,1,0/0,0/0,,RICARDO PEREIRA,0,0/0,0/0,,FÁBIO QUINTINO,0,0/0,0/0,,DIOGO ALVES,2
